"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GA5","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","REM","EQD"
"42809099999","2023-05-28T04:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","060,1,N,0026,1","99999,9,9,N","004500,1,9,9","+0330,1","+0250,1","99999,9",,,,,"02,1,+03048,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,03048,1,99,9,99,9",,,"10080,1,99999,9",,"05,1",,,,"MET060METAR VECC 280430Z 06005KT 4500 HZ FEW100 33/25 Q1008 NOSIG=",
"42809099999","2023-05-28T05:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","070,1,N,0021,1","99999,9,9,N","004500,1,9,9","+0330,1","+0250,1","99999,9",,,,,"02,1,+03048,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,03048,1,99,9,99,9",,,"10080,1,99999,9",,"05,1",,,,"MET060METAR VECC 280500Z 07004KT 4500 HZ FEW100 33/25 Q1008 NOSIG=",
"42809099999","2023-05-28T05:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","070,1,N,0026,1","99999,9,9,N","004500,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10070,1,99999,9",,"05,1",,,,"MET060METAR VECC 280530Z 07005KT 4500 HZ FEW020 34/25 Q1007 NOSIG=",
"42809099999","2023-05-28T06:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-12","99999","V020","070,1,N,0010,1","22000,1,9,N","002000,1,9,9","+0336,1","+0261,1","10078,1",,"0,1,02,1","0,1,02,1",,"02,1,+00600,1,06,1",,,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00600,1,99,9,99,9",,,,"9,9,999,9,+015,1","05,1",,,,"SYN06442809 31995 20702 10336 20261 40078 70500 82500 333 58015 82620=",
"42809099999","2023-05-28T06:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","110,1,N,0026,1","99999,9,9,N","004500,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10070,1,99999,9",,"05,1",,,,"MET068METAR VECC 280600Z 11005KT 4500 HZ FEW020 34/25 Q1007 BECMG 5000 HZ=",
"42809099999","2023-05-28T06:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","100,1,N,0036,1","99999,9,9,N","005000,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10060,1,99999,9",,"05,1",,,,"MET060METAR VECC 280630Z 10007KT 5000 HZ FEW020 34/25 Q1006 NOSIG=",
"42809099999","2023-05-28T07:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","100,1,N,0041,1","99999,9,9,N","005000,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10060,1,99999,9",,"05,1",,,,"MET060METAR VECC 280700Z 10008KT 5000 HZ FEW020 34/25 Q1006 NOSIG=",
"42809099999","2023-05-28T07:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","110,1,N,0031,1","99999,9,9,N","005000,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10060,1,99999,9",,"05,1",,,,"MET060METAR VECC 280730Z 11006KT 5000 HZ FEW020 34/25 Q1006 NOSIG=",
"42809099999","2023-05-28T08:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","090,1,N,0031,1","99999,9,9,N","005000,1,9,9","+0340,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10040,1,99999,9",,"05,1",,,,"MET060METAR VECC 280800Z 09006KT 5000 HZ FEW020 34/25 Q1004 NOSIG=",
"42809099999","2023-05-28T08:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","110,1,N,0026,1","03048,1,C,N","005000,1,9,9","+0350,1","+0250,1","99999,9",,,,,"04,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00762,1,99,9,99,9",,,"10040,1,99999,9",,"05,1",,,,"MET067METAR VECC 280830Z 11005KT 5000 HZ SCT025 SCT100 35/25 Q1004 NOSIG=",
