timestamp,station_id,city,source,temperature,humidity,pressure,wind_speed,wind_direction,precipitation
2023-01-01 00:00:00,43063,Pune,Meteostat,13.8,94.0,1017.2,0.0,0.0,0.0
2023-01-01 01:00:00,43063,Pune,Meteostat,15.2,87.0,1017.5,0.5,211.0,0.0
2023-01-01 02:00:00,43063,Pune,Meteostat,14.5,88.0,1018.1,0.89,217.0,0.0
2023-01-01 03:00:00,43063,Pune,Meteostat,15.2,98.0,1019.2,0.0,0.0,0.0
2023-01-01 04:00:00,43063,Pune,Meteostat,20.8,62.0,1019.7,0.69,8.0,0.0
2023-01-01 05:00:00,43063,Pune,Meteostat,23.7,50.0,1019.2,0.89,20.0,0.0
2023-01-01 06:00:00,43063,Pune,Meteostat,27.2,41.0,1016.2,0.0,0.0,0.0
2023-01-01 07:00:00,43063,Pune,Meteostat,27.8,34.0,1016.7,0.39,304.0,0.0
2023-01-01 08:00:00,43063,Pune,Meteostat,29.0,32.0,1015.1,0.89,285.0,0.0
2023-01-01 09:00:00,43063,Pune,Meteostat,31.4,24.0,1011.8,2.61,270.0,0.0
2023-01-01 10:00:00,43063,Pune,Meteostat,29.4,28.0,1013.5,1.5,273.0,0.0
2023-01-01 11:00:00,43063,Pune,Meteostat,28.8,28.0,1013.6,2.0,283.0,0.0
2023-01-01 12:00:00,43063,Pune,Meteostat,28.8,27.0,1012.5,1.0,270.0,0.0
2023-01-01 13:00:00,43063,Pune,Meteostat,23.2,37.0,1015.3,2.5,293.0,0.0
2023-01-01 14:00:00,43063,Pune,Meteostat,20.7,44.0,1016.4,2.0,297.0,0.0
2023-01-01 15:00:00,43063,Pune,Meteostat,18.6,62.0,1016.9,0.0,0.0,0.0
2023-01-01 16:00:00,43063,Pune,Meteostat,19.6,51.0,1017.7,1.0,215.0,0.0
2023-01-01 17:00:00,43063,Pune,Meteostat,18.6,56.0,1017.5,1.19,208.0,0.0
2023-01-01 18:00:00,43063,Pune,Meteostat,14.2,83.0,1018.3,0.0,0.0,0.0
2023-01-01 19:00:00,43063,Pune,Meteostat,19.2,52.0,1016.8,1.11,25.0,0.0
2023-01-01 20:00:00,43063,Pune,Meteostat,16.9,60.0,1017.1,2.0,29.0,0.0
2023-01-01 21:00:00,43063,Pune,Meteostat,12.8,91.0,1017.3,0.0,0.0,0.0
2023-01-01 22:00:00,43063,Pune,Meteostat,17.7,54.0,1016.3,1.39,55.0,0.0
2023-01-01 23:00:00,43063,Pune,Meteostat,17.3,56.0,1016.4,1.0,20.0,0.0
2023-01-02 00:00:00,43063,Pune,Meteostat,12.0,96.0,1017.4,0.0,0.0,0.0
2023-01-02 01:00:00,43063,Pune,Meteostat,16.6,66.0,1017.5,0.5,126.0,0.0
2023-01-02 02:00:00,43063,Pune,Meteostat,15.6,72.0,1018.2,0.81,135.0,0.0
2023-01-02 03:00:00,43063,Pune,Meteostat,14.0,96.0,1020.1,0.0,0.0,0.0
2023-01-02 04:00:00,43063,Pune,Meteostat,20.8,59.0,1019.6,1.31,41.0,0.0
2023-01-02 05:00:00,43063,Pune,Meteostat,23.4,53.0,1019.1,1.81,53.0,0.0
2023-01-02 06:00:00,43063,Pune,Meteostat,26.0,45.0,1016.9,1.5,90.0,0.0
2023-01-02 07:00:00,43063,Pune,Meteostat,27.4,43.0,1017.2,1.31,80.0,0.0
2023-01-02 08:00:00,43063,Pune,Meteostat,28.7,39.0,1015.7,0.61,32.0,0.0
2023-01-02 09:00:00,43063,Pune,Meteostat,30.4,32.0,1012.2,0.5,320.0,0.0
2023-01-02 10:00:00,43063,Pune,Meteostat,29.2,33.0,1014.0,2.19,325.0,0.0
2023-01-02 11:00:00,43063,Pune,Meteostat,28.8,29.0,1014.1,2.31,330.0,0.0
2023-01-02 12:00:00,43063,Pune,Meteostat,30.0,42.0,1012.1,0.0,0.0,0.0
2023-01-02 13:00:00,43063,Pune,Meteostat,25.0,33.0,1015.1,2.0,1.0,0.0
2023-01-02 14:00:00,43063,Pune,Meteostat,25.4,31.0,1015.8,0.89,53.0,0.0
2023-01-02 15:00:00,43063,Pune,Meteostat,18.4,71.0,1017.2,0.0,0.0,0.0
2023-01-02 16:00:00,43063,Pune,Meteostat,21.5,44.0,1017.8,1.5,252.0,0.0
2023-01-02 17:00:00,43063,Pune,Meteostat,21.1,46.0,1018.0,0.81,216.0,0.0
2023-01-02 18:00:00,43063,Pune,Meteostat,15.8,86.0,1018.3,0.0,0.0,0.0
2023-01-02 19:00:00,43063,Pune,Meteostat,20.8,46.0,1016.8,0.5,106.0,0.0
2023-01-02 20:00:00,43063,Pune,Meteostat,19.5,50.0,1016.6,1.0,19.0,0.0
2023-01-02 21:00:00,43063,Pune,Meteostat,14.0,96.0,1017.5,0.0,0.0,0.0
2023-01-02 22:00:00,43063,Pune,Meteostat,17.3,57.0,1016.5,0.81,306.0,0.0
2023-01-02 23:00:00,43063,Pune,Meteostat,17.4,57.0,1016.7,0.5,306.0,0.0
2023-01-03 00:00:00,43063,Pune,Meteostat,13.0,96.0,1017.8,0.0,0.0,0.0
2023-01-03 01:00:00,43063,Pune,Meteostat,17.2,60.0,1017.8,0.39,108.0,0.0
2023-01-03 02:00:00,43063,Pune,Meteostat,16.5,66.0,1018.4,0.5,121.0,0.0
2023-01-03 03:00:00,43063,Pune,Meteostat,15.2,96.0,1018.0,0.0,0.0,0.0
2023-01-03 04:00:00,43063,Pune,Meteostat,20.8,59.0,1019.7,1.11,20.0,0.0
2023-01-03 05:00:00,43063,Pune,Meteostat,23.4,55.0,1019.4,1.5,48.0,0.0
2023-01-03 06:00:00,43063,Pune,Meteostat,26.6,48.0,1016.2,0.0,0.0,0.0
2023-01-03 07:00:00,43063,Pune,Meteostat,27.7,45.0,1016.6,0.81,90.0,0.0
2023-01-03 08:00:00,43063,Pune,Meteostat,28.7,38.0,1014.9,0.69,270.0,0.0
2023-01-03 09:00:00,43063,Pune,Meteostat,29.6,37.0,1011.6,0.5,320.0,0.0
2023-01-03 10:00:00,43063,Pune,Meteostat,29.3,34.0,1013.2,1.5,300.0,0.0
2023-01-03 11:00:00,43063,Pune,Meteostat,28.9,33.0,1013.1,1.81,295.0,0.0
2023-01-03 12:00:00,43063,Pune,Meteostat,28.0,42.0,1011.3,0.5,270.0,0.0
2023-01-03 13:00:00,43063,Pune,Meteostat,23.4,48.0,1014.2,1.89,305.0,0.0
2023-01-03 14:00:00,43063,Pune,Meteostat,23.3,50.0,1015.9,3.19,277.0,0.0
2023-01-03 15:00:00,43063,Pune,Meteostat,23.2,65.0,1015.4,0.5,270.0,0.0
2023-01-03 16:00:00,43063,Pune,Meteostat,19.4,70.0,1017.4,1.61,232.0,0.0
2023-01-03 17:00:00,43063,Pune,Meteostat,18.9,71.0,1017.3,2.0,251.0,0.0
2023-01-03 18:00:00,43063,Pune,Meteostat,19.8,77.0,1016.7,0.0,0.0,0.0
2023-01-03 19:00:00,43063,Pune,Meteostat,17.8,71.0,1016.6,1.61,209.0,0.0
2023-01-03 20:00:00,43063,Pune,Meteostat,17.9,71.0,1016.4,1.31,62.0,0.0
2023-01-03 21:00:00,43063,Pune,Meteostat,16.4,92.0,1015.9,0.0,0.0,0.0
2023-01-03 22:00:00,43063,Pune,Meteostat,16.2,78.0,1015.6,2.0,50.0,0.0
2023-01-03 23:00:00,43063,Pune,Meteostat,16.8,74.0,1015.3,1.61,33.0,0.0
2023-01-04 00:00:00,43063,Pune,Meteostat,15.2,96.0,1015.5,0.0,0.0,0.0
2023-01-04 01:00:00,43063,Pune,Meteostat,16.8,73.0,1016.3,0.89,97.0,0.0
2023-01-04 02:00:00,43063,Pune,Meteostat,16.7,74.0,1017.1,0.69,134.0,0.0
2023-01-04 03:00:00,43063,Pune,Meteostat,16.0,96.0,1017.5,0.0,0.0,0.0
2023-01-04 04:00:00,43063,Pune,Meteostat,20.6,66.0,1018.3,1.39,58.0,0.0
2023-01-04 05:00:00,43063,Pune,Meteostat,23.0,59.0,1017.9,1.81,64.0,0.0
2023-01-04 06:00:00,43063,Pune,Meteostat,25.0,56.0,1015.4,1.5,90.0,0.0
2023-01-04 07:00:00,43063,Pune,Meteostat,27.3,44.0,1015.1,1.11,93.0,0.0
2023-01-04 08:00:00,43063,Pune,Meteostat,28.5,39.0,1013.4,1.5,210.0,0.0
2023-01-04 09:00:00,43063,Pune,Meteostat,28.4,42.0,1010.8,0.0,0.0,0.0
2023-01-04 10:00:00,43063,Pune,Meteostat,28.7,36.0,1012.2,1.11,240.0,0.0
2023-01-04 11:00:00,43063,Pune,Meteostat,28.3,35.0,1012.1,1.19,239.0,0.0
2023-01-04 12:00:00,43063,Pune,Meteostat,26.8,53.0,1010.8,0.0,0.0,0.0
2023-01-04 13:00:00,43063,Pune,Meteostat,25.0,47.0,1013.0,1.31,245.0,0.0
2023-01-04 14:00:00,43063,Pune,Meteostat,22.9,54.0,1014.6,1.81,266.0,0.0
2023-01-04 15:00:00,43063,Pune,Meteostat,21.0,71.0,1014.3,0.0,0.0,0.0
2023-01-04 16:00:00,43063,Pune,Meteostat,20.1,69.0,1016.0,1.5,228.0,0.0
2023-01-04 17:00:00,43063,Pune,Meteostat,18.9,77.0,1016.2,1.19,172.0,0.0
2023-01-04 18:00:00,43063,Pune,Meteostat,18.6,82.0,1015.8,0.0,0.0,0.0
2023-01-04 19:00:00,43063,Pune,Meteostat,17.6,83.0,1016.0,1.69,302.0,0.0
2023-01-04 20:00:00,43063,Pune,Meteostat,17.5,82.0,1016.1,1.69,355.0,0.0
2023-01-04 21:00:00,43063,Pune,Meteostat,17.2,85.0,1015.4,0.0,0.0,0.0
2023-01-04 22:00:00,43063,Pune,Meteostat,16.7,84.0,1015.4,1.69,32.0,0.0
2023-01-04 23:00:00,43063,Pune,Meteostat,16.5,87.0,1015.5,1.61,38.0,0.0
2023-01-05 00:00:00,43063,Pune,Meteostat,16.4,86.0,1015.6,0.0,0.0,0.0
2023-01-05 01:00:00,43063,Pune,Meteostat,16.8,90.0,1016.3,1.61,68.0,0.0
2023-01-05 02:00:00,43063,Pune,Meteostat,16.5,92.0,1017.5,1.5,78.0,0.0
2023-01-05 03:00:00,43063,Pune,Meteostat,16.6,90.0,1018.5,0.0,0.0,0.0
2023-01-05 04:00:00,43063,Pune,Meteostat,21.6,72.0,1019.2,2.39,75.0,0.0
2023-01-05 05:00:00,43063,Pune,Meteostat,24.2,56.0,1018.8,2.61,95.0,0.0
2023-01-05 06:00:00,43063,Pune,Meteostat,24.4,59.0,1016.9,0.0,0.0,0.0
2023-01-05 07:00:00,43063,Pune,Meteostat,27.6,39.0,1016.7,2.89,138.0,0.0
2023-01-05 08:00:00,43063,Pune,Meteostat,28.5,36.0,1015.4,2.5,148.0,0.0
2023-01-05 09:00:00,43063,Pune,Meteostat,28.4,42.0,1012.8,1.0,90.0,0.0
2023-01-05 10:00:00,43063,Pune,Meteostat,28.3,36.0,1013.7,1.19,183.0,0.0
2023-01-05 11:00:00,43063,Pune,Meteostat,27.8,37.0,1013.8,0.89,191.0,0.0
2023-01-05 12:00:00,43063,Pune,Meteostat,27.0,44.0,1013.0,0.5,90.0,0.0
2023-01-05 13:00:00,43063,Pune,Meteostat,25.4,45.0,1014.9,0.61,298.0,0.0
2023-01-05 14:00:00,43063,Pune,Meteostat,23.9,51.0,1016.0,1.19,82.0,0.0
2023-01-05 15:00:00,43063,Pune,Meteostat,19.2,78.0,1016.7,0.0,0.0,0.0
2023-01-05 16:00:00,43063,Pune,Meteostat,20.7,63.0,1017.5,1.89,151.0,0.0
2023-01-05 17:00:00,43063,Pune,Meteostat,19.8,67.0,1017.6,1.19,197.0,0.0
2023-01-05 18:00:00,43063,Pune,Meteostat,16.6,92.0,1017.9,0.0,0.0,0.0
2023-01-05 19:00:00,43063,Pune,Meteostat,19.8,71.0,1017.4,1.0,359.0,0.0
2023-01-05 20:00:00,43063,Pune,Meteostat,18.4,74.0,1017.3,1.5,20.0,0.0
2023-01-05 21:00:00,43063,Pune,Meteostat,16.8,94.0,1017.2,0.0,0.0,0.0
2023-01-05 22:00:00,43063,Pune,Meteostat,16.8,83.0,1016.7,2.0,68.0,0.0
2023-01-05 23:00:00,43063,Pune,Meteostat,16.4,86.0,1016.8,1.89,70.0,0.0
2023-01-06 00:00:00,43063,Pune,Meteostat,19.4,89.0,1016.6,0.5,90.0,0.0
2023-01-06 01:00:00,43063,Pune,Meteostat,16.5,91.0,1018.1,1.61,74.0,0.0
2023-01-06 02:00:00,43063,Pune,Meteostat,16.9,91.0,1019.3,1.81,82.0,0.0
2023-01-06 03:00:00,43063,Pune,Meteostat,20.2,86.0,1019.8,1.0,90.0,0.0
2023-01-06 04:00:00,43063,Pune,Meteostat,21.9,70.0,1021.2,3.39,96.0,0.0
2023-01-06 05:00:00,43063,Pune,Meteostat,24.4,57.0,1020.7,4.39,115.0,0.0
2023-01-06 06:00:00,43063,Pune,Meteostat,24.6,69.0,1018.6,2.11,90.0,0.0
2023-01-06 07:00:00,43063,Pune,Meteostat,26.5,47.0,1019.0,4.11,115.0,0.0
2023-01-06 08:00:00,43063,Pune,Meteostat,27.0,44.0,1017.4,3.69,112.0,0.0
2023-01-06 09:00:00,43063,Pune,Meteostat,27.2,51.0,1014.4,1.5,90.0,0.0
2023-01-06 10:00:00,43063,Pune,Meteostat,28.0,39.0,1015.4,3.0,96.0,0.0
2023-01-06 11:00:00,43063,Pune,Meteostat,28.0,38.0,1015.3,2.69,86.0,0.0
2023-01-06 12:00:00,43063,Pune,Meteostat,26.8,50.0,1014.1,1.0,90.0,0.0
2023-01-06 13:00:00,43063,Pune,Meteostat,24.7,47.0,1016.2,2.39,67.0,0.0
2023-01-06 14:00:00,43063,Pune,Meteostat,23.4,51.0,1017.1,2.31,82.0,0.0
2023-01-06 15:00:00,43063,Pune,Meteostat,19.8,82.0,1018.0,0.0,0.0,0.0
2023-01-06 16:00:00,43063,Pune,Meteostat,21.2,58.0,1018.3,2.0,97.0,0.0
2023-01-06 17:00:00,43063,Pune,Meteostat,20.3,63.0,1018.6,1.89,71.0,0.0
2023-01-06 18:00:00,43063,Pune,Meteostat,19.0,89.0,1019.0,0.0,0.0,0.0
2023-01-06 19:00:00,43063,Pune,Meteostat,19.9,69.0,1018.0,2.39,84.0,0.0
2023-01-06 20:00:00,43063,Pune,Meteostat,19.5,72.0,1017.5,2.39,81.0,0.0
2023-01-06 21:00:00,43063,Pune,Meteostat,18.4,94.0,1017.7,0.0,0.0,0.0
2023-01-06 22:00:00,43063,Pune,Meteostat,18.0,81.0,1017.3,2.0,80.0,0.0
2023-01-06 23:00:00,43063,Pune,Meteostat,17.5,84.0,1017.2,2.11,84.0,0.0
2023-01-07 00:00:00,43063,Pune,Meteostat,17.4,98.0,1017.6,0.0,0.0,0.0
2023-01-07 01:00:00,43063,Pune,Meteostat,16.9,88.0,1018.4,2.0,92.0,0.0
2023-01-07 02:00:00,43063,Pune,Meteostat,16.9,95.0,1019.5,1.81,87.0,0.0
2023-01-07 03:00:00,43063,Pune,Meteostat,18.2,96.0,1019.9,0.0,0.0,0.0
2023-01-07 04:00:00,43063,Pune,Meteostat,21.6,74.0,1020.9,2.69,71.0,0.0
2023-01-07 05:00:00,43063,Pune,Meteostat,24.0,62.0,1020.7,4.19,90.0,0.0
2023-01-07 06:00:00,43063,Pune,Meteostat,24.0,78.0,1019.3,0.5,90.0,0.0
2023-01-07 07:00:00,43063,Pune,Meteostat,26.5,49.0,1018.6,3.5,85.0,0.0
2023-01-07 08:00:00,43063,Pune,Meteostat,27.1,46.0,1017.1,3.19,82.0,0.0
2023-01-07 09:00:00,43063,Pune,Meteostat,26.2,53.0,1015.2,1.0,90.0,0.0
2023-01-07 10:00:00,43063,Pune,Meteostat,27.1,44.0,1015.1,3.19,71.0,0.0
2023-01-07 11:00:00,43063,Pune,Meteostat,26.5,45.0,1014.9,3.0,71.0,0.0
2023-01-07 12:00:00,43063,Pune,Meteostat,26.0,53.0,1014.3,0.5,90.0,0.0
2023-01-07 13:00:00,43063,Pune,Meteostat,23.3,53.0,1015.9,1.81,79.0,0.0
2023-01-07 14:00:00,43063,Pune,Meteostat,22.7,53.0,1016.7,1.69,92.0,0.0
2023-01-07 15:00:00,43063,Pune,Meteostat,20.4,77.0,1017.2,0.0,0.0,0.0
2023-01-07 16:00:00,43063,Pune,Meteostat,20.4,63.0,1017.8,1.81,75.0,0.0
2023-01-07 17:00:00,43063,Pune,Meteostat,20.6,61.0,1018.0,2.0,69.0,0.0
2023-01-07 18:00:00,43063,Pune,Meteostat,18.8,87.0,1017.8,0.0,0.0,0.0
2023-01-07 19:00:00,43063,Pune,Meteostat,18.8,69.0,1017.5,1.89,95.0,0.0
2023-01-07 20:00:00,43063,Pune,Meteostat,17.7,74.0,1017.1,1.89,78.0,0.0
2023-01-07 21:00:00,43063,Pune,Meteostat,15.6,96.0,1017.7,0.0,0.0,0.0
2023-01-07 22:00:00,43063,Pune,Meteostat,16.0,82.0,1016.5,2.0,67.0,0.0
2023-01-07 23:00:00,43063,Pune,Meteostat,15.6,87.0,1016.7,1.81,93.0,0.0
2023-01-08 00:00:00,43063,Pune,Meteostat,14.6,97.0,1011.7,0.0,0.0,0.0
2023-01-08 01:00:00,43063,Pune,Meteostat,14.8,90.0,1017.6,1.89,62.0,0.0
2023-01-08 02:00:00,43063,Pune,Meteostat,14.7,92.0,1018.5,1.69,60.0,0.0
2023-01-08 03:00:00,43063,Pune,Meteostat,15.8,96.0,1019.6,0.0,0.0,0.0
2023-01-08 04:00:00,43063,Pune,Meteostat,20.3,66.0,1020.0,1.69,58.0,0.0
2023-01-08 05:00:00,43063,Pune,Meteostat,22.7,55.0,1019.4,2.5,67.0,0.0
2023-01-08 06:00:00,43063,Pune,Meteostat,24.4,46.0,1017.7,0.5,90.0,0.0
2023-01-08 07:00:00,43063,Pune,Meteostat,25.7,42.0,1017.3,2.39,64.0,0.0
2023-01-08 08:00:00,43063,Pune,Meteostat,26.4,39.0,1016.0,1.89,59.0,0.0
2023-01-08 09:00:00,43063,Pune,Meteostat,27.2,34.0,1013.2,0.0,0.0,0.0
2023-01-08 10:00:00,43063,Pune,Meteostat,27.1,37.0,1014.3,2.19,67.0,0.0
2023-01-08 11:00:00,43063,Pune,Meteostat,26.8,37.0,1014.1,2.31,71.0,0.0
2023-01-08 12:00:00,43063,Pune,Meteostat,26.8,34.0,1012.5,0.0,0.0,0.0
2023-01-08 13:00:00,43063,Pune,Meteostat,23.0,45.0,1015.0,2.11,115.0,0.0
