date,hour,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-02-26,15,24.2,13.7,52.0,0.0,,0.0,0.0,,1012.1,,3.0
2024-02-26,16,23.0,11.1,47.0,0.0,,0.0,0.0,,1012.0,,2.0
2024-02-26,17,21.0,11.1,53.0,0.0,,0.0,0.0,,1012.0,,2.0
2024-02-26,18,22.4,13.5,57.0,0.0,,350.0,5.4,,1012.6,,2.0
2024-02-26,19,21.0,9.9,49.0,0.0,,0.0,0.0,,1012.0,,2.0
2024-02-26,20,21.0,9.9,49.0,0.0,,10.0,7.6,,1011.0,,2.0
2024-02-26,21,22.0,11.1,50.0,0.0,,360.0,5.4,,1012.0,,2.0
2024-02-26,22,22.0,8.1,41.0,0.0,,350.0,13.0,,1011.0,,2.0
2024-02-26,23,21.0,7.9,43.0,0.0,,30.0,13.0,,1011.0,,2.0
2024-02-27,0,21.4,10.5,50.0,0.0,,360.0,9.4,,1012.0,,2.0
2024-02-27,1,21.0,7.9,43.0,0.0,,360.0,7.6,,1013.0,,2.0
2024-02-27,2,21.0,8.9,46.0,0.0,,10.0,14.8,,1014.0,,2.0
2024-02-27,3,22.0,9.8,46.0,0.0,,360.0,5.4,,1014.3,,2.0
2024-02-27,4,24.0,9.2,39.0,0.0,,10.0,16.6,,1015.0,,2.0
2024-02-27,5,25.0,10.1,39.0,0.0,,30.0,13.0,,1015.0,,2.0
2024-02-27,6,28.6,13.3,39.0,0.0,,50.0,7.6,,1015.0,,2.0
2024-02-27,7,28.0,12.0,37.0,0.0,,90.0,11.2,,1014.0,,2.0
2024-02-27,8,30.0,12.9,35.0,0.0,,346.0,5.4,,1013.0,,2.0
2024-02-27,9,31.6,15.6,38.0,0.0,,0.0,0.0,,1012.6,,2.0
2024-02-27,10,31.0,11.9,31.0,0.0,,280.0,7.6,,1012.0,,2.0
2024-02-27,11,31.0,11.9,31.0,0.0,,320.0,7.6,,1011.0,,2.0
2024-02-27,12,32.2,15.2,36.0,0.0,,340.0,3.6,,1011.0,,2.0
2024-02-27,13,29.0,12.8,37.0,0.0,,10.0,3.6,,1011.0,,1.0
2024-02-27,14,28.0,13.1,40.0,0.0,,320.0,5.4,,1012.0,,1.0
2024-02-27,15,25.8,16.4,56.0,0.0,,300.0,3.6,,1012.7,,1.0
2024-02-27,16,26.0,13.2,45.0,0.0,,330.0,3.6,,1013.0,,2.0
2024-02-27,17,25.0,10.8,41.0,0.0,,360.0,5.4,,1013.0,,2.0
2024-02-27,18,24.4,12.7,48.0,0.0,,360.0,3.6,,1013.7,,1.0
2024-02-27,19,23.0,10.1,44.0,0.0,,300.0,3.6,,1013.0,,1.0
2024-02-27,20,22.0,11.1,50.0,0.0,,20.0,9.4,,1013.0,,1.0
2024-02-27,21,23.0,12.0,50.0,0.0,,30.0,14.8,,1012.9,,1.0
2024-02-27,22,21.0,11.1,53.0,0.0,,20.0,14.8,,1012.0,,2.0
2024-02-27,23,21.0,11.1,53.0,0.0,,30.0,16.6,,1012.0,,2.0
2024-02-28,0,21.6,11.6,53.0,0.0,,90.0,7.6,,1013.0,,2.0
2024-02-28,1,21.0,11.1,53.0,0.0,,30.0,14.8,,1013.0,,2.0
2024-02-28,2,20.0,10.1,53.0,0.0,,30.0,18.4,,1014.0,,1.0
2024-02-28,3,22.0,10.8,49.0,0.0,,90.0,11.2,,1015.2,,1.0
2024-02-28,4,23.0,11.1,47.0,0.0,,50.0,22.3,,1016.0,,1.0
2024-02-28,5,25.0,11.9,44.0,0.0,,30.0,18.4,,1015.0,,1.0
2024-02-28,6,28.0,13.5,41.0,0.0,,90.0,16.6,,1015.7,,1.0
2024-02-28,7,29.0,12.8,37.0,0.0,,90.0,11.2,,1013.0,,1.0
2024-02-28,8,31.0,11.9,31.0,0.0,,70.0,16.6,,1012.0,,1.0
2024-02-28,9,32.2,12.9,31.0,0.0,,90.0,7.6,,1012.1,,1.0
2024-02-28,10,32.0,11.2,28.0,0.0,,40.0,9.4,,1011.0,,2.0
2024-02-28,11,32.0,10.1,26.0,0.0,,10.0,9.4,,1010.0,,1.0
2024-02-28,12,32.4,11.6,28.0,0.0,,20.0,5.4,,1010.6,,1.0
2024-02-28,13,29.0,11.1,33.0,0.0,,10.0,5.4,,1011.0,,1.0
2024-02-28,14,28.0,11.1,35.0,0.0,,350.0,7.6,,1011.0,,1.0
2024-02-28,15,26.6,15.0,49.0,0.0,,350.0,5.4,,1012.1,,1.0
2024-02-28,16,26.0,12.1,42.0,0.0,,320.0,3.6,,1012.0,,1.0
2024-02-28,17,25.0,12.9,47.0,0.0,,360.0,3.6,,1012.0,,1.0
2024-02-28,18,25.0,13.9,50.0,0.0,,320.0,3.6,,1012.6,,1.0
2024-02-28,19,24.0,11.0,44.0,0.0,,340.0,5.4,,1012.0,,1.0
2024-02-28,20,23.0,11.1,47.0,0.0,,10.0,9.4,,1011.0,,1.0
2024-02-28,21,22.0,11.1,50.0,0.0,,10.0,13.0,,1011.0,,1.0
2024-02-28,22,21.0,11.1,53.0,0.0,,10.0,5.4,,1011.0,,5.0
2024-02-28,23,20.0,12.0,60.0,0.0,,20.0,11.2,,1010.0,,5.0
2024-02-29,0,22.6,10.7,47.0,0.0,,50.0,7.6,,1011.1,,2.0
2024-02-29,1,21.0,8.9,46.0,0.0,,30.0,11.2,,1012.0,,2.0
2024-02-29,2,22.0,8.8,43.0,0.0,,40.0,14.8,,1012.5,,1.0
2024-02-29,3,24.0,9.2,39.0,0.0,,70.0,7.6,,1013.2,,1.0
2024-02-29,4,25.0,8.9,36.0,0.0,,40.0,20.5,,1013.0,,1.0
2024-02-29,5,27.0,11.1,37.0,0.0,,70.0,22.3,,1014.0,,1.0
2024-02-29,6,30.4,12.8,34.0,0.0,,140.0,9.4,,1013.2,,1.0
2024-02-29,7,31.0,12.9,33.0,0.0,,70.0,9.4,,1012.0,,1.0
2024-02-29,8,33.0,12.1,28.0,0.0,,0.0,0.0,,1011.0,,1.0
2024-02-29,9,35.4,14.7,29.0,0.0,,270.0,3.6,,1011.0,,1.0
2024-02-29,10,35.0,10.1,22.0,0.0,,0.0,0.0,,1009.0,,1.0
2024-02-29,11,35.0,10.1,22.0,0.0,,120.0,5.4,,1009.0,,1.0
2024-02-29,12,36.0,10.9,22.0,0.0,,200.0,3.6,,1009.5,,1.0
2024-02-29,13,32.0,8.3,23.0,0.0,,200.0,3.6,,1010.0,,1.0
2024-02-29,14,30.0,10.0,29.0,0.0,,360.0,5.4,,1010.0,,1.0
2024-02-29,15,27.2,17.4,55.0,0.0,,20.0,3.6,,1010.8,,1.0
2024-02-29,16,28.0,12.0,37.0,0.0,,0.0,0.0,,1011.0,,1.0
2024-02-29,17,27.0,11.9,39.0,0.0,,50.0,3.6,,1011.0,,1.0
2024-02-29,18,24.6,15.2,56.0,0.0,,70.0,5.4,,1011.7,,1.0
2024-02-29,19,26.0,11.0,39.0,0.0,,70.0,3.6,,1011.0,,1.0
2024-02-29,20,26.0,11.0,39.0,0.0,,90.0,5.4,,1010.0,,1.0
2024-02-29,21,26.6,13.0,43.0,0.0,,90.0,7.6,,1010.7,,1.0
2024-02-29,22,26.0,14.1,48.0,0.0,,120.0,5.4,,1010.4,,2.0
2024-02-29,23,26.0,14.1,48.0,0.0,,0.0,0.0,,1010.0,,2.0
2024-03-01,0,24.8,16.8,61.0,0.0,,0.0,0.0,,1010.4,,5.0
2024-03-01,1,22.0,16.1,69.0,0.0,,360.0,3.6,,1011.0,,5.0
2024-03-01,2,23.0,16.1,65.0,0.0,,0.0,0.0,,1011.3,,2.0
2024-03-01,3,24.2,16.7,63.0,0.0,,250.0,5.4,,1012.7,,1.0
2024-03-01,4,26.0,13.2,45.0,0.0,,220.0,9.4,,1013.0,,1.0
2024-03-01,5,28.0,13.1,40.0,0.0,,200.0,7.6,,1013.0,,1.0
2024-03-01,6,31.6,13.4,33.0,0.0,,230.0,5.4,,1012.5,,1.0
2024-03-01,7,31.0,9.8,27.0,0.0,,200.0,11.2,,1012.0,,1.0
2024-03-01,8,32.0,10.1,26.0,0.0,,240.0,14.8,,1011.0,,1.0
2024-03-01,9,35.2,14.0,28.0,0.0,,180.0,7.6,,1010.5,,1.0
2024-03-01,10,33.0,11.0,26.0,0.0,,200.0,16.6,,1009.0,,1.0
2024-03-01,11,34.0,11.8,26.0,0.0,,210.0,14.8,,1009.0,,1.0
2024-03-01,12,34.8,14.7,30.0,0.0,,180.0,7.6,,1008.8,,2.0
2024-03-01,13,32.0,13.2,32.0,0.0,,180.0,7.6,,1008.4,,2.0
2024-03-01,14,31.0,11.9,31.0,0.0,,160.0,5.4,,1009.0,,2.0
2024-03-01,15,30.4,14.9,39.0,0.0,,320.0,9.4,,1010.3,,2.0
2024-03-01,16,29.0,8.1,27.0,0.0,,240.0,7.6,,1010.0,,2.0
2024-03-01,17,29.0,5.8,23.0,0.0,,230.0,13.0,,1011.0,,2.0
2024-03-01,18,28.0,8.3,29.0,0.0,,320.0,5.4,,1011.3,,2.0
2024-03-01,19,26.0,8.9,34.0,0.0,,230.0,13.0,,1011.0,,2.0
2024-03-01,20,25.0,11.9,44.0,0.0,,240.0,14.8,,1010.0,,2.0
2024-03-01,21,25.2,14.9,53.0,0.0,,230.0,5.4,,1010.4,,2.0
2024-03-01,22,24.0,14.1,54.0,0.0,,260.0,16.6,,1010.0,,2.0
2024-03-01,23,23.0,15.1,61.0,0.0,,240.0,13.0,,1010.0,,5.0
2024-03-02,0,24.0,16.5,63.0,0.0,,290.0,9.4,,1010.7,,5.0
2024-03-02,1,23.0,16.1,65.0,0.0,,270.0,14.8,,1011.0,,5.0
2024-03-02,2,23.0,17.0,69.0,0.0,,230.0,9.4,,1012.0,,5.0
2024-03-02,3,24.6,19.0,71.0,0.0,,320.0,7.6,,1012.0,,5.0
2024-03-02,4,25.0,17.0,61.0,0.0,,250.0,18.4,,1013.0,,5.0
2024-03-02,5,25.0,17.0,61.0,0.0,,240.0,9.4,,1012.0,,5.0
2024-03-02,6,28.8,18.6,54.0,0.0,,180.0,5.4,,1012.7,,3.0
2024-03-02,7,28.0,16.9,51.0,0.0,,240.0,14.8,,1010.0,,3.0
2024-03-02,8,29.0,16.9,48.0,0.0,,180.0,13.0,,1010.0,,3.0
2024-03-02,9,31.6,18.2,45.0,0.6,,270.0,16.6,,1009.4,,3.0
2024-03-02,10,30.0,17.1,46.0,1.7,,190.0,18.4,,1007.0,,2.0
2024-03-02,11,22.0,19.0,83.0,0.0,,230.0,9.4,,1008.0,,5.0
2024-03-02,12,25.2,21.9,82.0,0.0,,320.0,5.4,,1008.3,,5.0
2024-03-02,13,25.0,18.0,65.0,0.0,,290.0,7.6,,1009.0,,5.0
2024-03-02,14,25.0,17.0,61.0,0.0,,210.0,5.4,,1010.0,,5.0
2024-03-02,15,25.4,19.3,69.0,0.9,,200.0,9.4,,1010.5,,5.0
2024-03-02,16,25.0,14.2,51.0,0.1,,230.0,18.4,,1011.0,,3.0
2024-03-02,17,24.0,14.1,54.0,0.0,,230.0,13.0,,1011.0,,3.0
2024-03-02,18,24.0,13.8,53.0,0.0,,270.0,7.6,,1011.6,,3.0
2024-03-02,19,21.0,11.9,56.0,0.0,,240.0,14.8,,1012.0,,3.0
2024-03-02,20,20.0,11.0,56.0,0.0,,250.0,16.6,,1012.0,,2.0
2024-03-02,21,20.0,8.7,48.0,0.0,,270.0,7.6,,1012.0,,2.0
2024-03-02,22,18.0,5.9,45.0,0.0,,240.0,11.2,,1012.0,,3.0
2024-03-02,23,17.0,5.9,48.0,0.0,,240.0,9.4,,1012.0,,3.0
2024-03-03,0,17.2,7.3,52.0,0.0,,320.0,5.4,,1013.0,,3.0
2024-03-03,1,15.0,8.0,63.0,0.0,,250.0,9.4,,1013.0,,2.0
2024-03-03,2,15.0,7.1,59.0,0.0,,250.0,9.4,,1012.4,,2.0
2024-03-03,3,17.0,7.9,55.0,0.0,,230.0,7.6,,1015.1,,2.0
2024-03-03,4,18.0,4.9,42.0,0.0,,250.0,9.4,,1015.0,,2.0
2024-03-03,5,19.0,4.0,37.0,0.0,,250.0,11.2,,1016.0,,2.0
2024-03-03,6,22.2,4.7,32.0,0.0,,320.0,3.6,,1010.6,,2.0
2024-03-03,7,21.0,3.2,31.0,0.0,,230.0,9.4,,1014.0,,2.0
2024-03-03,8,22.0,1.1,25.0,0.0,,260.0,9.4,,1013.0,,2.0
2024-03-03,9,24.4,3.1,25.0,0.0,,290.0,7.6,,1012.8,,2.0
2024-03-03,10,24.0,1.0,22.0,0.0,,250.0,9.4,,1012.0,,2.0
2024-03-03,11,24.0,1.0,22.0,0.0,,220.0,9.4,,1011.0,,2.0
2024-03-03,12,26.0,2.6,22.0,0.0,,320.0,3.6,,1011.9,,2.0
2024-03-03,13,23.0,-1.2,20.0,0.0,,230.0,11.2,,1012.0,,2.0
2024-03-03,14,22.0,-0.1,23.0,0.0,,300.0,7.6,,1013.0,,2.0
2024-03-03,15,21.6,8.5,43.0,0.0,,0.0,0.0,,1013.3,,2.0
2024-03-03,16,19.0,4.0,37.0,0.0,,20.0,5.4,,1014.0,,2.0
2024-03-03,17,18.0,8.0,52.0,0.0,,350.0,5.4,,1014.0,,1.0
2024-03-03,18,18.2,9.5,57.0,0.0,,0.0,0.0,,1014.3,,1.0
2024-03-03,19,18.0,4.9,42.0,0.0,,0.0,0.0,,1014.0,,1.0
2024-03-03,20,16.0,8.0,59.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-03,21,16.0,9.4,65.0,0.0,,0.0,0.0,,1013.8,,1.0
2024-03-03,22,17.0,5.9,48.0,0.0,,360.0,3.6,,1013.0,,3.0
2024-03-03,23,15.0,8.0,63.0,0.0,,0.0,0.0,,1013.0,,5.0
2024-03-04,0,15.6,10.8,73.0,0.0,,320.0,5.4,,1014.0,,5.0
2024-03-04,1,15.0,8.0,63.0,0.0,,340.0,3.6,,1014.0,,5.0
2024-03-04,2,15.0,7.1,59.0,0.0,,10.0,5.4,,1014.6,,2.0
2024-03-04,3,18.4,5.9,44.0,0.0,,330.0,3.6,,1016.2,,2.0
2024-03-04,4,20.0,4.1,35.0,0.0,,330.0,7.6,,1017.0,,2.0
2024-03-04,5,22.0,2.1,27.0,0.0,,0.0,0.0,,1017.0,,2.0
2024-03-04,6,24.6,2.1,23.0,0.0,,360.0,5.4,,1017.6,,2.0
2024-03-04,7,25.0,1.2,21.0,0.0,,10.0,7.6,,1016.0,,2.0
2024-03-04,8,25.0,1.3,20.0,0.0,,40.0,7.6,,1015.0,,2.0
2024-03-04,9,27.2,3.6,22.0,0.0,,340.0,5.4,,1014.7,,2.0
2024-03-04,10,26.0,1.3,20.0,0.0,,150.0,9.4,,1013.0,,2.0
2024-03-04,11,26.0,1.3,20.0,0.0,,350.0,5.4,,1013.0,,2.0
2024-03-04,12,28.0,4.9,23.0,0.0,,340.0,3.6,,1013.4,,1.0
2024-03-04,13,25.0,3.0,24.0,0.0,,350.0,7.6,,1013.0,,1.0
2024-03-04,14,22.0,3.1,29.0,0.0,,350.0,9.4,,1014.0,,1.0
2024-03-04,15,22.2,10.0,46.0,0.0,,350.0,5.4,,1015.3,,1.0
2024-03-04,16,19.0,8.9,52.0,0.0,,310.0,3.6,,1016.0,,1.0
2024-03-04,17,19.0,4.0,37.0,0.0,,340.0,5.4,,1016.0,,1.0
2024-03-04,18,20.4,0.2,26.0,0.0,,350.0,5.4,,1016.4,,1.0
2024-03-04,19,18.0,1.1,32.0,0.0,,290.0,5.4,,1015.0,,1.0
2024-03-04,20,16.0,3.1,42.0,0.0,,0.0,0.0,,1014.0,,1.0
2024-03-04,21,18.0,3.5,38.0,0.0,,30.0,3.6,,1014.3,,1.0
2024-03-04,22,16.0,3.1,42.0,0.0,,360.0,9.4,,1014.0,,1.0
2024-03-04,23,14.0,3.2,48.0,0.0,,360.0,5.4,,1013.0,,1.0
2024-03-05,0,16.2,5.5,49.0,0.0,,50.0,3.6,,1014.2,,1.0
2024-03-05,1,12.0,4.0,58.0,0.0,,10.0,7.6,,1014.0,,1.0
2024-03-05,2,15.0,3.2,45.0,0.0,,20.0,13.0,,1015.0,,1.0
2024-03-05,3,18.6,3.2,36.0,0.0,,50.0,5.4,,1016.2,,1.0
2024-03-05,4,21.0,3.2,31.0,0.0,,10.0,14.8,,1017.0,,1.0
2024-03-05,5,24.0,2.8,25.0,0.0,,30.0,14.8,,1017.0,,1.0
2024-03-05,6,26.2,5.2,26.0,0.0,,50.0,7.6,,1017.1,,1.0
2024-03-05,7,27.0,2.8,21.0,0.0,,10.0,9.4,,1015.0,,1.0
2024-03-05,8,28.0,0.7,17.0,0.0,,40.0,7.6,,1014.0,,1.0
2024-03-05,9,30.4,4.9,20.0,0.0,,90.0,9.4,,1013.6,,1.0
2024-03-05,10,30.0,2.3,17.0,0.0,,320.0,9.4,,1012.0,,1.0
2024-03-05,11,30.0,1.4,16.0,0.0,,360.0,11.2,,1012.0,,1.0
2024-03-05,12,30.4,6.3,22.0,0.0,,140.0,5.4,,1012.1,,1.0
2024-03-05,13,28.0,2.2,19.0,0.0,,320.0,5.4,,1012.0,,1.0
2024-03-05,14,26.0,3.3,23.0,0.0,,310.0,5.4,,1013.0,,1.0
2024-03-05,15,22.6,3.2,28.0,0.0,,320.0,3.6,,1013.5,,1.0
2024-03-05,16,22.0,4.1,31.0,0.0,,320.0,5.4,,1014.0,,1.0
2024-03-05,17,21.0,4.1,33.0,0.0,,320.0,5.4,,1014.0,,1.0
2024-03-05,18,21.4,8.6,44.0,0.0,,340.0,5.4,,1014.1,,1.0
2024-03-05,19,19.0,5.1,40.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-05,20,19.0,4.0,37.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-05,21,19.4,5.5,40.0,0.0,,320.0,5.4,,1013.2,,1.0
2024-03-05,22,17.0,5.0,45.0,0.0,,350.0,5.4,,1012.0,,1.0
2024-03-05,23,15.0,6.0,55.0,0.0,,320.0,5.4,,1012.0,,1.0
2024-03-06,0,16.6,6.4,51.0,0.0,,360.0,7.6,,1013.0,,1.0
2024-03-06,1,17.0,5.0,45.0,0.0,,20.0,7.6,,1013.8,,1.0
2024-03-06,2,17.0,5.0,45.0,0.0,,20.0,11.2,,1014.4,,1.0
2024-03-06,3,20.4,5.6,38.0,0.0,,90.0,9.4,,1014.9,,1.0
2024-03-06,4,22.0,4.1,31.0,0.0,,30.0,18.4,,1015.7,,1.0
2024-03-06,5,25.0,5.2,28.0,0.0,,50.0,18.4,,1016.2,,1.0
2024-03-06,6,28.0,4.9,23.0,0.0,,50.0,5.4,,1015.9,,1.0
2024-03-06,7,28.0,4.9,23.0,0.0,,343.0,3.6,,1015.9,,1.0
2024-03-06,8,29.0,3.8,20.0,0.0,,170.0,5.4,,1013.0,,1.0
2024-03-06,9,31.0,6.1,21.0,0.0,,320.0,3.6,,1012.9,,1.0
2024-03-06,10,30.0,2.3,17.0,0.0,,220.0,9.4,,1011.0,,1.0
2024-03-06,11,30.0,3.1,18.0,0.0,,290.0,7.6,,1011.0,,1.0
2024-03-06,12,31.6,5.2,19.0,0.0,,290.0,5.4,,1011.6,,1.0
2024-03-06,13,29.0,3.8,20.0,0.0,,250.0,7.6,,1012.0,,1.0
2024-03-06,14,27.0,4.1,23.0,0.0,,270.0,5.4,,1012.0,,1.0
2024-03-06,15,24.4,5.2,29.0,0.0,,320.0,3.6,,1012.8,,1.0
2024-03-06,16,24.0,5.8,31.0,0.0,,310.0,3.6,,1013.0,,1.0
2024-03-06,17,23.0,5.9,33.0,0.0,,330.0,5.4,,1013.0,,1.0
2024-03-06,18,22.4,8.9,42.0,0.0,,360.0,3.6,,1013.9,,1.0
2024-03-06,19,22.0,4.1,31.0,0.0,,360.0,5.4,,1013.0,,1.0
2024-03-06,20,21.0,4.1,33.0,0.0,,360.0,5.4,,1012.0,,1.0
2024-03-06,21,21.0,7.9,43.0,0.0,,360.0,5.4,,1012.0,,1.0
2024-03-06,22,20.0,3.2,33.0,0.0,,10.0,9.4,,1011.0,,1.0
2024-03-06,23,17.0,7.1,52.0,0.0,,360.0,3.6,,1013.1,,1.0
2024-03-07,0,17.0,8.9,59.0,0.0,,0.0,0.0,,1012.1,,1.0
2024-03-07,1,18.0,4.2,40.0,0.0,,310.0,3.6,,1013.5,,1.0
2024-03-07,2,17.0,5.0,45.0,0.0,,0.0,0.0,,1014.2,,1.0
2024-03-07,3,20.4,5.6,38.0,0.0,,360.0,5.4,,1014.7,,1.0
2024-03-07,4,23.0,4.0,29.0,0.0,,30.0,9.4,,1015.3,,1.0
2024-03-07,5,26.0,3.3,23.0,0.0,,20.0,9.4,,1015.7,,1.0
2024-03-07,6,29.0,5.1,22.0,0.0,,360.0,5.4,,1015.6,,1.0
2024-03-07,7,30.0,1.4,16.0,0.0,,280.0,9.4,,1015.3,,1.0
2024-03-07,8,31.0,1.3,15.0,0.0,,290.0,11.2,,1014.4,,1.0
2024-03-07,9,32.6,5.2,18.0,0.0,,310.0,7.6,,1012.6,,1.0
2024-03-07,10,31.0,2.2,16.0,0.0,,260.0,14.8,,1012.9,,1.0
2024-03-07,11,31.0,3.1,17.0,0.0,,240.0,9.4,,1011.0,,1.0
2024-03-07,12,32.0,4.7,18.0,0.0,,290.0,9.4,,1011.7,,1.0
2024-03-07,13,29.0,3.8,20.0,0.0,,290.0,7.6,,1012.0,,1.0
2024-03-07,14,28.0,4.9,23.0,0.0,,290.0,5.4,,1013.0,,1.0
2024-03-07,15,25.4,10.4,39.0,0.0,,320.0,5.4,,1013.0,,1.0
2024-03-07,16,24.0,5.8,31.0,0.0,,302.0,5.5,,1014.0,,1.0
2024-03-07,17,23.0,5.9,33.0,0.0,,0.0,0.0,,1014.0,,1.0
2024-03-07,18,21.6,11.9,54.0,0.0,,0.0,0.0,,1014.5,,1.0
2024-03-07,19,22.0,7.0,38.0,0.0,,0.0,0.0,,1014.0,,1.0
2024-03-07,20,20.0,9.0,49.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-07,21,19.0,10.0,56.0,0.0,,333.0,1.8,,1012.0,,1.0
2024-03-07,22,19.0,10.0,56.0,0.0,,360.0,5.4,,1012.0,,1.0
2024-03-07,23,18.0,9.1,56.0,0.0,,0.0,0.0,,1013.3,,1.0
2024-03-08,0,17.6,10.9,65.0,0.0,,300.0,5.4,,1013.4,,1.0
2024-03-08,1,17.0,8.9,59.0,0.0,,0.0,0.0,,1013.7,,1.0
2024-03-08,2,18.0,8.0,52.0,0.0,,0.0,0.0,,1014.3,,1.0
2024-03-08,3,22.2,9.4,44.0,0.0,,360.0,5.4,,1015.5,,1.0
2024-03-08,4,26.0,6.1,28.0,0.0,,10.0,13.0,,1015.4,,1.0
2024-03-08,5,28.0,4.9,23.0,0.0,,10.0,11.2,,1015.9,,1.0
2024-03-08,6,30.6,6.5,22.0,0.0,,90.0,3.6,,1015.9,,1.0
2024-03-08,7,30.0,3.9,19.0,0.0,,260.0,11.2,,1015.8,,1.0
2024-03-08,8,31.0,3.9,18.0,0.0,,220.0,11.2,,1015.1,,1.0
2024-03-08,9,33.2,8.6,22.0,0.0,,270.0,5.4,,1013.0,,1.0
2024-03-08,10,31.0,3.9,18.0,0.0,,230.0,11.2,,1013.8,,1.0
2024-03-08,11,31.0,4.7,19.0,0.0,,260.0,11.2,,1013.2,,1.0
2024-03-08,12,32.2,7.8,22.0,0.0,,290.0,5.4,,1011.7,,1.0
2024-03-08,13,29.0,3.8,20.0,0.0,,280.0,7.6,,1013.1,,1.0
2024-03-08,14,27.0,5.3,25.0,0.0,,280.0,7.6,,1013.5,,1.0
2024-03-08,15,27.0,6.4,27.0,0.0,,320.0,7.6,,1013.8,,1.0
2024-03-08,16,25.0,1.8,22.0,0.0,,310.0,7.6,,1014.5,,1.0
2024-03-08,17,24.0,2.2,24.0,0.0,,300.0,9.4,,1014.0,,1.0
2024-03-08,18,25.0,2.4,23.0,0.0,,320.0,9.4,,1014.4,,1.0
2024-03-08,19,22.0,1.1,25.0,0.0,,360.0,5.4,,1013.0,,1.0
2024-03-08,20,21.0,1.3,27.0,0.0,,330.0,5.4,,1013.0,,1.0
2024-03-08,21,19.6,4.9,38.0,0.0,,0.0,0.0,,1013.6,,1.0
2024-03-08,22,21.0,1.3,27.0,0.0,,320.0,5.4,,1013.4,,1.0
2024-03-08,23,20.0,0.9,28.0,0.0,,300.0,5.4,,1012.0,,1.0
2024-03-09,0,19.6,6.0,41.0,0.0,,320.0,3.6,,1013.2,,1.0
2024-03-09,1,17.0,2.9,39.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-09,2,18.0,4.2,40.0,0.0,,360.0,5.4,,1014.6,,1.0
2024-03-09,3,22.0,5.0,33.0,0.0,,360.0,3.6,,1014.2,,1.0
2024-03-09,4,26.0,3.3,23.0,0.0,,10.0,9.4,,1015.7,,1.0
2024-03-09,5,28.0,2.9,20.0,0.0,,310.0,7.6,,1016.2,,1.0
2024-03-09,6,30.6,5.8,21.0,0.0,,180.0,3.6,,1015.2,,1.0
2024-03-09,7,30.0,3.1,18.0,0.0,,10.0,7.6,,1015.8,,1.0
2024-03-09,8,30.0,1.4,16.0,0.0,,323.0,5.4,,1015.0,,1.0
2024-03-09,9,32.6,6.7,20.0,0.0,,360.0,3.6,,1012.9,,1.0
2024-03-09,10,32.0,2.1,15.0,0.0,,300.0,7.6,,1013.5,,1.0
2024-03-09,11,31.0,2.2,16.0,0.0,,340.0,9.4,,1012.8,,1.0
2024-03-09,12,32.0,8.9,24.0,0.0,,360.0,3.6,,1011.5,,1.0
2024-03-09,13,30.0,3.9,19.0,0.0,,270.0,7.6,,1011.0,,1.0
2024-03-09,14,28.0,4.9,23.0,0.0,,250.0,3.6,,1012.0,,1.0
2024-03-09,15,25.2,12.4,45.0,0.0,,290.0,3.6,,1012.9,,1.0
2024-03-09,16,26.0,7.1,30.0,0.0,,300.0,5.4,,1013.0,,1.0
2024-03-09,17,25.0,8.1,34.0,0.0,,300.0,5.4,,1014.1,,1.0
2024-03-09,18,25.4,10.1,38.0,0.0,,320.0,5.4,,1013.3,,1.0
2024-03-09,19,24.0,5.8,31.0,0.0,,300.0,3.6,,1014.4,,1.0
2024-03-09,20,23.0,7.1,36.0,0.0,,320.0,5.4,,1014.3,,1.0
2024-03-09,21,22.0,10.8,49.0,0.0,,0.0,0.0,,1012.0,,1.0
2024-03-09,22,20.0,9.0,49.0,0.0,,350.0,3.6,,1014.0,,1.0
2024-03-09,23,20.0,7.0,43.0,0.0,,0.0,0.0,,1013.9,,1.0
2024-03-10,0,18.4,11.2,63.0,0.0,,0.0,0.0,,1012.3,,1.0
2024-03-10,1,19.0,8.9,52.0,0.0,,20.0,5.4,,1014.3,,1.0
2024-03-10,2,20.0,9.0,49.0,0.0,,10.0,14.8,,1014.8,,1.0
2024-03-10,3,22.4,10.9,48.0,0.0,,360.0,7.6,,1014.2,,1.0
2024-03-10,4,25.0,8.1,34.0,0.0,,70.0,11.2,,1015.6,,1.0
2024-03-10,5,27.0,8.0,30.0,0.0,,80.0,14.8,,1016.0,,1.0
2024-03-10,6,30.4,11.4,31.0,0.0,,90.0,5.4,,1015.2,,1.0
2024-03-10,7,30.0,7.8,25.0,0.0,,130.0,9.4,,1014.0,,1.0
2024-03-10,8,31.0,6.1,21.0,0.0,,0.0,0.0,,1013.0,,1.0
2024-03-10,9,34.2,10.8,24.0,0.0,,180.0,5.4,,1013.2,,1.0
2024-03-10,10,33.0,4.7,17.0,0.0,,280.0,9.4,,1013.1,,1.0
2024-03-10,11,33.0,4.7,17.0,0.0,,250.0,13.0,,1012.5,,1.0
2024-03-10,12,33.4,10.1,24.0,0.0,,320.0,5.4,,1012.3,,1.0
