date,hour,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-01-02,11,24.0,17.0,65.0,0.0,,80.0,9.4,,1011.0,,5.0
2024-01-02,12,24.0,17.5,67.0,0.0,,90.0,3.6,,1012.3,,1.0
2024-01-02,13,22.0,16.9,73.0,0.0,,90.0,5.4,,1013.0,,5.0
2024-01-02,14,21.0,17.0,78.0,0.0,,60.0,3.6,,1013.8,,1.0
2024-01-02,15,20.6,17.0,80.0,0.0,,50.0,5.4,,1014.6,,1.0
2024-01-02,16,19.0,16.0,83.0,0.0,,70.0,5.4,,1015.0,,5.0
2024-01-02,17,18.0,15.1,83.0,0.0,,60.0,5.4,,1015.0,,5.0
2024-01-02,18,18.4,15.6,84.0,0.0,,90.0,9.4,,1015.0,,5.0
2024-01-02,19,17.0,15.0,88.0,0.0,,80.0,9.4,,1014.0,,5.0
2024-01-02,20,17.0,15.0,88.0,0.0,,80.0,7.6,,1014.0,,5.0
2024-01-02,21,17.0,15.0,88.0,0.0,,90.0,7.6,,1014.5,,5.0
2024-01-02,22,16.0,14.0,88.0,0.0,,20.0,14.8,,1013.0,,5.0
2024-01-02,23,15.0,13.0,88.0,0.0,,20.0,14.8,,1013.0,,5.0
2024-01-03,0,15.8,13.6,87.0,0.0,,70.0,7.6,,1014.1,,5.0
2024-01-03,1,15.0,14.0,94.0,0.0,,20.0,9.4,,1014.0,,5.0
2024-01-03,2,15.0,13.0,88.0,0.0,,50.0,14.8,,1014.0,,5.0
2024-01-03,3,16.2,13.5,84.0,0.0,,50.0,9.4,,1015.4,,5.0
2024-01-03,4,17.0,12.9,77.0,0.0,,60.0,14.8,,1016.0,,5.0
2024-01-03,5,18.0,14.1,78.0,0.0,,60.0,18.4,,1016.0,,5.0
2024-01-03,6,22.0,14.6,63.0,0.0,,360.0,9.4,,1016.1,,5.0
2024-01-03,7,23.0,14.0,57.0,0.0,,60.0,9.4,,1014.0,,1.0
2024-01-03,8,24.0,14.1,54.0,0.0,,70.0,14.8,,1013.0,,1.0
2024-01-03,9,25.7,13.2,46.0,0.0,,20.0,9.4,,1012.0,,1.0
2024-01-03,10,26.0,7.1,30.0,0.0,,40.0,16.6,,1011.0,,1.0
2024-01-03,11,25.0,7.2,32.0,0.0,,350.0,13.0,,1011.0,,1.0
2024-01-03,12,25.0,10.8,41.0,0.0,,360.0,9.4,,1012.3,,1.0
2024-01-03,13,23.0,10.1,44.0,0.0,,20.0,5.4,,1012.0,,1.0
2024-01-03,14,21.0,11.1,53.0,0.0,,350.0,3.6,,1013.0,,1.0
2024-01-03,15,19.0,11.8,63.0,0.0,,30.0,7.6,,1013.4,,5.0
2024-01-03,16,19.0,13.0,68.0,0.0,,30.0,7.6,,1014.0,,5.0
2024-01-03,17,19.0,14.1,73.0,0.0,,50.0,7.6,,1014.0,,5.0
2024-01-03,18,19.0,14.9,77.0,0.0,,90.0,5.4,,1014.7,,5.0
2024-01-03,19,17.0,14.1,83.0,0.0,,30.0,11.2,,1014.0,,5.0
2024-01-03,20,17.0,14.1,83.0,0.0,,20.0,11.2,,1014.0,,5.0
2024-01-03,21,17.0,15.3,90.0,0.0,,360.0,7.6,,1014.3,,5.0
2024-01-03,22,15.0,13.0,88.0,0.0,,50.0,13.0,,1014.0,,5.0
2024-01-03,23,15.0,13.0,88.0,0.0,,30.0,14.8,,1014.0,,5.0
2024-01-04,0,15.6,13.8,89.0,0.0,,360.0,7.6,,1014.6,,5.0
2024-01-04,1,14.0,12.0,88.0,0.0,,30.0,16.6,,1015.0,,5.0
2024-01-04,2,15.0,12.0,82.0,0.0,,50.0,13.0,,1015.0,,5.0
2024-01-04,3,15.8,12.5,81.0,0.0,,70.0,9.4,,1016.5,,5.0
2024-01-04,4,16.0,12.0,77.0,0.0,,80.0,14.8,,1017.0,,5.0
2024-01-04,5,18.0,12.0,68.0,0.0,,60.0,18.4,,1017.0,,5.0
2024-01-04,6,21.4,12.3,56.0,0.0,,20.0,11.2,,1017.0,,5.0
2024-01-04,7,22.0,12.0,53.0,0.0,,50.0,16.6,,1015.0,,1.0
2024-01-04,8,23.0,11.1,47.0,0.0,,20.0,18.4,,1013.0,,5.0
2024-01-04,9,25.6,11.7,42.0,0.0,,50.0,7.6,,1013.5,,5.0
2024-01-04,10,25.0,8.1,34.0,0.0,,360.0,13.0,,1012.0,,1.0
2024-01-04,11,24.0,9.2,39.0,0.0,,10.0,16.6,,1012.0,,1.0
2024-01-04,12,24.2,11.9,46.0,0.0,,20.0,3.6,,1012.5,,1.0
2024-01-04,13,22.0,10.2,47.0,0.0,,30.0,5.4,,1013.0,,1.0
2024-01-04,14,20.0,12.0,60.0,0.0,,60.0,7.6,,1014.0,,5.0
2024-01-04,15,18.6,13.2,71.0,0.0,,90.0,3.6,,1014.5,,5.0
2024-01-04,16,18.0,13.1,73.0,0.0,,0.0,0.0,,1014.0,,5.0
2024-01-04,17,17.0,12.9,77.0,0.0,,0.0,0.0,,1014.0,,5.0
2024-01-04,18,17.2,14.1,82.0,0.0,,60.0,5.4,,1014.9,,5.0
2024-01-04,19,17.0,11.1,68.0,0.0,,60.0,13.0,,1014.0,,5.0
2024-01-04,20,17.0,9.9,63.0,0.0,,60.0,9.4,,1014.0,,5.0
2024-01-04,21,16.8,13.1,79.0,0.0,,40.0,11.2,,1014.4,,5.0
2024-01-04,22,14.0,9.0,72.0,0.0,,20.0,11.2,,1014.0,,5.0
2024-01-04,23,14.0,9.0,72.0,0.0,,30.0,18.4,,1014.0,,5.0
2024-01-05,0,15.6,8.6,63.0,0.0,,90.0,3.6,,1014.3,,5.0
2024-01-05,1,14.0,11.0,82.0,0.0,,20.0,16.6,,1015.0,,5.0
2024-01-05,2,14.0,10.0,77.0,0.0,,20.0,9.4,,1015.0,,5.0
2024-01-05,3,15.0,11.8,81.0,0.0,,20.0,7.6,,1016.3,,5.0
2024-01-05,4,16.0,12.0,77.0,0.0,,60.0,16.6,,1017.0,,5.0
2024-01-05,5,18.0,13.1,73.0,0.0,,60.0,14.8,,1017.0,,5.0
2024-01-05,6,21.2,14.1,64.0,0.0,,50.0,9.4,,1016.7,,5.0
2024-01-05,7,22.0,13.1,57.0,0.0,,40.0,13.0,,1015.0,,5.0
2024-01-05,8,25.0,10.1,39.0,0.0,,30.0,14.8,,1013.0,,1.0
2024-01-05,9,25.4,10.4,39.0,0.0,,360.0,7.6,,1013.5,,1.0
2024-01-05,10,24.0,8.0,36.0,0.0,,10.0,14.8,,1013.0,,1.0
2024-01-05,11,25.0,3.0,24.0,0.0,,330.0,14.8,,1013.0,,1.0
2024-01-05,12,24.6,11.2,43.0,0.0,,360.0,3.6,,1013.1,,1.0
2024-01-05,13,22.0,8.8,43.0,0.0,,0.0,0.0,,1014.0,,1.0
2024-01-05,14,19.0,8.9,52.0,0.0,,0.0,0.0,,1015.0,,1.0
2024-01-05,15,18.0,12.2,69.0,0.0,,70.0,3.6,,1005.6,,5.0
2024-01-05,16,17.0,11.9,72.0,0.0,,0.0,0.0,,1016.0,,5.0
2024-01-05,17,18.0,12.0,68.0,0.0,,70.0,7.6,,1016.0,,5.0
2024-01-05,18,18.0,13.1,73.0,0.0,,70.0,3.6,,1015.0,,5.0
2024-01-05,19,17.0,11.1,68.0,0.0,,60.0,14.8,,1015.0,,5.0
2024-01-05,20,16.0,10.1,68.0,0.0,,20.0,13.0,,1015.0,,5.0
2024-01-05,21,16.0,11.2,73.0,0.0,,90.0,9.4,,1015.7,,5.0
2024-01-05,22,15.0,11.0,77.0,0.0,,40.0,13.0,,1015.0,,5.0
2024-01-05,23,14.0,10.0,77.0,0.0,,20.0,16.6,,1015.0,,5.0
2024-01-06,0,14.6,11.9,84.0,0.0,,70.0,14.8,,1015.8,,5.0
2024-01-06,1,13.0,11.1,88.0,0.0,,30.0,16.6,,1016.0,,5.0
2024-01-06,2,13.0,11.1,88.0,0.0,,20.0,14.8,,1017.0,,5.0
2024-01-06,3,14.4,12.6,89.0,0.0,,360.0,7.6,,1017.8,,5.0
2024-01-06,4,16.0,12.0,77.0,0.0,,60.0,16.6,,1018.0,,5.0
2024-01-06,5,18.0,11.1,64.0,0.0,,40.0,11.2,,1018.0,,5.0
2024-01-06,6,20.0,12.3,61.0,0.0,,50.0,11.2,,1018.4,,5.0
2024-01-06,7,20.0,10.1,53.0,0.0,,10.0,20.5,,1016.0,,1.0
2024-01-06,8,22.0,10.2,47.0,0.0,,10.0,18.4,,1015.0,,1.0
2024-01-06,9,22.6,10.7,47.0,0.0,,20.0,14.8,,1014.8,,1.0
2024-01-06,10,23.0,10.1,44.0,0.0,,10.0,18.4,,1014.0,,1.0
2024-01-06,11,23.0,10.1,44.0,0.0,,10.0,16.6,,1014.0,,1.0
2024-01-06,12,23.0,9.4,42.0,0.0,,50.0,11.2,,1014.5,,1.0
2024-01-06,13,21.0,9.9,49.0,0.0,,50.0,11.2,,1015.0,,1.0
2024-01-06,14,20.0,10.1,53.0,0.0,,40.0,11.2,,1016.0,,1.0
2024-01-06,15,18.4,12.4,68.0,0.0,,50.0,5.4,,1016.4,,1.0
2024-01-06,16,17.0,9.9,63.0,0.0,,10.0,9.4,,1016.0,,1.0
2024-01-06,17,18.0,10.1,60.0,0.0,,30.0,20.5,,1016.0,,1.0
2024-01-06,18,17.8,10.9,64.0,0.0,,70.0,11.2,,1017.0,,1.0
2024-01-06,19,16.0,10.1,68.0,0.0,,30.0,18.4,,1016.0,,5.0
2024-01-06,20,15.0,10.0,72.0,0.0,,20.0,14.8,,1016.0,,5.0
2024-01-06,21,14.6,11.2,80.0,0.0,,50.0,5.4,,1016.2,,5.0
2024-01-06,22,14.0,10.0,77.0,0.0,,10.0,13.0,,1015.0,,5.0
2024-01-06,23,13.0,10.0,82.0,0.0,,20.0,18.4,,1015.0,,5.0
2024-01-07,0,15.0,11.8,81.0,0.0,,50.0,9.4,,1015.5,,5.0
2024-01-07,1,14.0,11.0,82.0,0.0,,30.0,18.4,,1016.0,,5.0
2024-01-07,2,14.0,11.0,82.0,0.0,,20.0,16.6,,1017.0,,5.0
2024-01-07,3,15.4,11.8,79.0,0.0,,90.0,7.6,,1018.2,,5.0
2024-01-07,4,16.0,11.0,72.0,0.0,,20.0,27.7,,1018.0,,5.0
2024-01-07,5,19.0,12.0,64.0,0.0,,30.0,22.3,,1018.0,,5.0
2024-01-07,6,22.0,14.1,61.0,0.0,,50.0,9.4,,1018.3,,5.0
2024-01-07,7,23.0,14.0,57.0,0.0,,30.0,22.3,,1015.0,,5.0
2024-01-07,8,24.0,14.1,54.0,0.0,,30.0,25.9,,1014.0,,1.0
2024-01-07,9,25.2,14.9,53.0,0.0,,20.0,11.2,,1014.6,,1.0
2024-01-07,10,25.0,12.9,47.0,0.0,,20.0,24.1,,1013.0,,2.0
2024-01-07,11,25.0,12.9,47.0,0.0,,20.0,20.5,,1013.0,,2.0
2024-01-07,12,24.4,14.2,53.0,0.0,,360.0,7.6,,1013.8,,2.0
2024-01-07,13,22.0,13.1,57.0,0.0,,360.0,9.4,,1014.0,,1.0
2024-01-07,14,21.0,13.9,64.0,0.0,,50.0,13.0,,1015.0,,5.0
2024-01-07,15,22.0,15.8,68.0,0.0,,50.0,7.6,,1015.1,,5.0
2024-01-07,16,20.0,13.9,68.0,0.0,,40.0,14.8,,1015.0,,5.0
2024-01-07,17,20.0,15.0,73.0,0.0,,20.0,18.4,,1016.0,,5.0
2024-01-07,18,21.0,14.9,68.0,0.0,,50.0,11.2,,1015.8,,5.0
2024-01-07,19,19.0,15.1,78.0,0.0,,40.0,18.4,,1015.0,,5.0
2024-01-07,20,19.0,15.1,78.0,0.0,,60.0,20.5,,1015.0,,5.0
2024-01-07,21,19.2,16.2,83.0,0.0,,50.0,11.2,,1015.5,,5.0
2024-01-07,22,18.0,15.1,83.0,0.0,,30.0,16.6,,1014.0,,5.0
2024-01-07,23,17.0,14.1,83.0,0.0,,20.0,14.8,,1015.0,,5.0
2024-01-08,0,18.0,14.7,81.0,0.0,,50.0,7.6,,1015.3,,5.0
2024-01-08,1,16.0,12.9,82.0,0.0,,20.0,14.8,,1016.0,,5.0
2024-01-08,2,16.0,12.9,82.0,0.0,,20.0,18.4,,1016.0,,5.0
2024-01-08,3,17.6,14.5,82.0,0.0,,70.0,7.6,,1017.6,,5.0
2024-01-08,4,18.0,14.1,78.0,0.0,,50.0,13.0,,1018.0,,5.0
2024-01-08,5,20.0,15.0,73.0,0.0,,40.0,22.3,,1017.0,,5.0
2024-01-08,6,22.2,16.2,69.0,0.0,,70.0,11.2,,1017.4,,5.0
2024-01-08,7,22.0,15.1,65.0,0.0,,70.0,9.4,,1015.0,,5.0
2024-01-08,8,24.0,16.0,61.0,0.0,,350.0,13.0,,1014.0,,2.0
2024-01-08,9,25.4,17.8,63.0,0.0,,50.0,5.4,,1014.1,,2.0
2024-01-08,10,25.0,15.9,57.0,0.0,,20.0,13.0,,1013.0,,2.0
2024-01-08,11,25.0,15.9,57.0,0.0,,350.0,16.6,,1013.0,,2.0
2024-01-08,12,25.0,18.0,65.0,0.0,,50.0,7.6,,1013.7,,2.0
2024-01-08,13,23.0,17.0,69.0,0.0,,360.0,7.6,,1014.0,,5.0
2024-01-08,14,22.0,16.9,73.0,0.0,,20.0,7.6,,1015.0,,5.0
2024-01-08,15,22.2,19.2,83.0,0.0,,50.0,3.6,,1015.6,,5.0
2024-01-08,16,22.0,16.9,73.0,0.0,,310.0,5.4,,1016.0,,5.0
2024-01-08,17,21.0,15.1,69.0,0.0,,10.0,5.4,,1016.0,,5.0
2024-01-08,18,21.4,16.6,74.0,0.0,,50.0,3.6,,1016.2,,2.0
2024-01-08,19,20.0,13.0,64.0,0.0,,0.0,0.0,,1016.0,,5.0
2024-01-08,20,19.0,14.1,73.0,0.0,,350.0,5.4,,1015.0,,5.0
2024-01-08,21,20.8,14.7,68.0,0.6,,40.0,5.4,,1015.4,,5.0
2024-01-08,22,20.0,16.0,78.0,0.0,,20.0,5.4,,1015.0,,5.0
2024-01-08,23,19.0,16.0,83.0,0.0,,350.0,9.4,,1014.0,,5.0
2024-01-09,0,19.0,9.2,53.0,0.0,,20.0,5.4,,1015.1,,5.0
2024-01-09,1,18.0,15.1,83.0,0.0,,10.0,7.6,,1015.0,,5.0
2024-01-09,2,18.0,15.1,83.0,0.0,,20.0,5.4,,1016.0,,5.0
2024-01-09,3,19.6,15.9,79.0,0.0,,360.0,5.4,,1016.8,,5.0
2024-01-09,4,21.0,16.0,73.0,0.0,,10.0,9.4,,1017.0,,5.0
2024-01-09,5,22.0,16.9,73.0,0.0,,50.0,14.8,,1017.0,,5.0
2024-01-09,6,24.0,17.5,67.0,0.0,,360.0,7.6,,1017.5,,5.0
2024-01-09,7,25.0,17.0,61.0,0.0,,30.0,13.0,,1015.0,,5.0
2024-01-09,8,26.0,17.9,61.0,0.0,,60.0,13.0,,1014.0,,5.0
2024-01-09,9,27.0,18.6,60.0,0.0,,360.0,7.6,,1014.4,,5.0
2024-01-09,10,27.0,16.9,54.0,0.0,,10.0,14.8,,1013.0,,5.0
2024-01-09,11,27.0,14.1,45.0,0.0,,350.0,11.2,,1013.0,,2.0
2024-01-09,12,27.2,14.2,45.0,0.0,,320.0,5.4,,1014.1,,2.0
2024-01-09,13,25.0,10.8,41.0,0.0,,330.0,7.6,,1015.0,,2.0
2024-01-09,14,24.0,12.0,47.0,0.0,,330.0,7.6,,1016.0,,2.0
2024-01-09,15,23.0,15.1,61.0,0.0,,360.0,3.6,,1016.4,,2.0
2024-01-09,16,21.0,12.9,60.0,0.0,,310.0,9.4,,1016.0,,1.0
2024-01-09,17,21.0,12.9,60.0,0.0,,320.0,5.4,,1016.0,,5.0
2024-01-09,18,20.2,14.3,69.0,0.0,,20.0,3.6,,1016.8,,5.0
2024-01-09,19,20.0,15.0,73.0,0.0,,40.0,18.4,,1016.0,,5.0
2024-01-09,20,20.0,13.9,68.0,0.0,,20.0,20.5,,1016.0,,5.0
2024-01-09,21,19.6,14.4,72.0,0.0,,20.0,9.4,,1016.4,,5.0
2024-01-09,22,18.0,13.1,73.0,0.0,,30.0,16.6,,1015.0,,5.0
2024-01-09,23,18.0,13.1,73.0,0.0,,30.0,22.3,,1015.0,,5.0
2024-01-10,0,18.8,13.6,72.0,0.0,,70.0,11.2,,1015.7,,5.0
2024-01-10,1,18.0,12.0,68.0,0.0,,20.0,13.0,,1016.0,,5.0
2024-01-10,2,17.0,11.9,72.0,0.0,,40.0,13.0,,1016.0,,5.0
2024-01-10,3,18.4,13.0,71.0,0.0,,50.0,7.6,,1017.3,,5.0
2024-01-10,4,19.0,13.0,68.0,0.0,,60.0,14.8,,1017.0,,5.0
2024-01-10,5,20.0,13.9,68.0,0.0,,50.0,16.6,,1017.0,,5.0
2024-01-10,6,22.4,15.5,65.0,0.0,,50.0,11.2,,1017.8,,5.0
2024-01-10,7,22.0,15.1,65.0,0.0,,30.0,9.4,,1016.0,,5.0
2024-01-10,8,24.0,15.0,57.0,0.0,,20.0,13.0,,1015.0,,5.0
2024-01-10,9,25.2,16.9,60.0,0.0,,50.0,3.6,,1015.0,,5.0
2024-01-10,10,25.0,15.9,57.0,0.0,,350.0,14.8,,1013.0,,1.0
2024-01-10,11,25.0,15.9,57.0,0.0,,20.0,14.8,,1013.0,,1.0
2024-01-10,12,25.4,16.8,59.0,0.0,,50.0,9.4,,1013.6,,5.0
2024-01-10,13,24.0,16.0,61.0,0.0,,50.0,9.4,,1014.0,,5.0
2024-01-10,14,22.0,16.1,69.0,0.0,,40.0,9.4,,1015.0,,5.0
2024-01-10,15,21.0,17.4,80.0,0.0,,20.0,5.4,,1016.0,,5.0
2024-01-10,16,21.0,16.0,73.0,0.0,,310.0,3.6,,1016.0,,5.0
2024-01-10,17,21.0,16.0,73.0,0.0,,330.0,3.6,,1016.0,,5.0
2024-01-10,18,19.2,17.0,87.0,0.0,,0.0,0.0,,1016.7,,5.0
2024-01-10,19,19.0,15.1,78.0,0.0,,50.0,11.2,,1016.0,,5.0
2024-01-10,20,19.0,15.1,78.0,0.0,,70.0,9.4,,1015.0,,5.0
2024-01-10,21,19.0,16.0,83.0,0.0,,50.0,3.6,,1015.9,,5.0
2024-01-10,22,17.0,15.0,88.0,0.0,,50.0,13.0,,1015.0,,5.0
2024-01-10,23,17.0,15.0,88.0,0.0,,50.0,9.4,,1015.0,,5.0
2024-01-11,0,17.6,15.2,86.0,0.0,,50.0,5.4,,1016.1,,5.0
2024-01-11,1,17.0,14.1,83.0,0.0,,50.0,14.8,,1017.0,,5.0
2024-01-11,2,17.0,14.1,83.0,0.0,,30.0,14.8,,1017.0,,5.0
2024-01-11,3,17.6,14.5,82.0,0.0,,70.0,7.6,,1018.2,,5.0
2024-01-11,4,19.0,14.1,73.0,0.0,,40.0,22.3,,1018.0,,5.0
2024-01-11,5,21.0,13.9,64.0,0.0,,40.0,18.4,,1018.0,,5.0
2024-01-11,6,23.4,15.5,61.0,0.0,,90.0,11.2,,1018.0,,5.0
2024-01-11,7,25.0,15.0,54.0,0.0,,50.0,14.8,,1016.0,,1.0
2024-01-11,8,25.0,15.0,54.0,0.0,,20.0,9.4,,1015.0,,5.0
2024-01-11,9,27.0,16.6,53.0,0.0,,360.0,7.6,,1015.0,,5.0
2024-01-11,10,27.0,15.1,48.0,0.0,,40.0,11.2,,1014.0,,1.0
2024-01-11,11,27.0,14.1,45.0,0.0,,10.0,13.0,,1014.0,,1.0
2024-01-11,12,27.0,16.0,51.0,0.0,,20.0,5.4,,1014.2,,1.0
2024-01-11,13,24.0,14.1,54.0,0.0,,30.0,7.6,,1015.0,,1.0
2024-01-11,14,23.0,15.1,61.0,0.0,,0.0,0.0,,1015.0,,1.0
2024-01-11,15,22.0,17.2,74.0,0.0,,0.0,0.0,,1015.9,,1.0
2024-01-11,16,21.0,13.9,64.0,0.0,,50.0,5.4,,1016.0,,5.0
2024-01-11,17,21.0,13.9,64.0,0.0,,337.0,3.6,,1016.0,,5.0
2024-01-11,18,19.2,15.5,79.0,0.0,,40.0,3.6,,1016.5,,5.0
2024-01-11,19,19.0,16.0,83.0,0.0,,30.0,3.6,,1015.0,,5.0
2024-01-11,20,18.0,15.1,83.0,0.0,,0.0,0.0,,1015.0,,5.0
2024-01-11,21,18.0,15.6,86.0,0.0,,50.0,3.6,,1015.6,,5.0
2024-01-11,22,18.0,15.1,83.0,0.0,,50.0,3.6,,1014.0,,5.0
2024-01-11,23,18.0,14.1,78.0,0.0,,50.0,5.4,,1014.0,,5.0
2024-01-12,0,18.2,15.5,84.0,0.0,,50.0,5.4,,1015.0,,5.0
2024-01-12,1,17.0,15.0,88.0,0.0,,50.0,7.6,,1015.0,,5.0
2024-01-12,2,16.0,14.0,88.0,0.0,,50.0,3.6,,1016.0,,5.0
2024-01-12,3,18.8,14.3,75.0,0.0,,90.0,3.6,,1017.0,,5.0
2024-01-12,4,20.0,13.9,68.0,0.0,,40.0,11.2,,1017.0,,5.0
2024-01-12,5,22.0,15.1,65.0,0.0,,40.0,14.8,,1017.0,,5.0
2024-01-12,6,24.8,17.5,64.0,0.0,,20.0,7.6,,1016.9,,1.0
2024-01-12,7,26.0,17.9,61.0,0.0,,20.0,9.4,,1014.0,,1.0
2024-01-12,8,28.0,16.9,51.0,0.0,,50.0,9.4,,1014.0,,1.0
2024-01-12,9,29.4,14.4,40.0,0.0,,320.0,5.4,,1013.8,,1.0
2024-01-12,10,29.0,12.8,37.0,0.0,,20.0,13.0,,1013.0,,1.0
2024-01-12,11,28.0,13.9,42.0,0.0,,340.0,7.0,,1013.0,,1.0
2024-01-12,12,28.4,15.0,44.0,0.0,,20.0,3.6,,1013.7,,1.0
2024-01-12,13,25.0,14.2,51.0,0.0,,20.0,7.6,,1014.0,,1.0
2024-01-12,14,23.0,14.0,57.0,0.0,,30.0,7.6,,1015.0,,1.0
2024-01-12,15,23.0,16.5,67.0,0.0,,340.0,3.6,,1015.3,,5.0
2024-01-12,16,22.0,14.1,61.0,0.0,,30.0,5.4,,1015.0,,5.0
2024-01-12,17,22.0,14.1,61.0,0.0,,30.0,5.4,,1015.0,,5.0
2024-01-12,18,19.4,15.3,77.0,0.0,,40.0,5.4,,1015.3,,5.0
2024-01-12,19,20.0,13.9,68.0,0.0,,20.0,3.6,,1014.0,,5.0
2024-01-12,20,20.0,13.9,68.0,0.0,,70.0,5.4,,1014.0,,5.0
2024-01-12,21,18.4,13.5,73.0,0.0,,0.0,0.0,,1014.5,,5.0
2024-01-12,22,18.0,14.1,78.0,0.0,,0.0,0.0,,1013.0,,5.0
2024-01-12,23,17.0,15.0,88.0,0.0,,0.0,0.0,,1014.0,,5.0
2024-01-13,0,17.6,14.5,82.0,0.0,,340.0,3.6,,1014.3,,5.0
2024-01-13,1,17.0,14.1,83.0,0.0,,0.0,0.0,,1014.0,,5.0
2024-01-13,2,17.0,12.9,77.0,0.0,,30.0,5.4,,1015.0,,5.0
2024-01-13,3,18.0,13.9,77.0,0.0,,50.0,3.6,,1016.3,,5.0
2024-01-13,4,20.0,13.0,64.0,0.0,,350.0,7.6,,1017.0,,5.0
2024-01-13,5,23.0,14.0,57.0,0.0,,10.0,5.4,,1017.0,,5.0
2024-01-13,6,26.0,13.2,45.0,0.0,,90.0,5.4,,1017.2,,1.0
2024-01-13,7,27.0,11.9,39.0,0.0,,320.0,14.8,,1016.0,,1.0
2024-01-13,8,28.0,12.0,37.0,0.0,,300.0,7.6,,1014.0,,1.0
2024-01-13,9,30.0,12.4,34.0,0.0,,320.0,3.6,,1014.3,,1.0
2024-01-13,10,29.0,11.1,33.0,0.0,,270.0,5.4,,1013.0,,1.0
2024-01-13,11,29.0,10.2,31.0,0.0,,290.0,7.6,,1013.0,,1.0
2024-01-13,12,29.0,12.0,35.0,0.0,,320.0,5.4,,1013.5,,1.0
2024-01-13,13,26.0,10.2,37.0,0.0,,330.0,3.6,,1014.0,,1.0
2024-01-13,14,23.0,11.1,47.0,0.0,,330.0,5.4,,1015.0,,1.0
2024-01-13,15,21.2,14.1,64.0,0.0,,300.0,3.6,,1015.0,,1.0
2024-01-13,16,21.0,9.9,49.0,0.0,,340.0,7.6,,1015.0,,1.0
2024-01-13,17,20.0,10.1,53.0,0.0,,340.0,9.4,,1015.0,,1.0
2024-01-13,18,21.0,10.5,51.0,0.0,,320.0,3.6,,1015.8,,1.0
2024-01-13,19,17.0,9.9,63.0,0.0,,0.0,0.0,,1015.0,,5.0
2024-01-13,20,17.0,9.9,63.0,0.0,,30.0,3.6,,1014.0,,5.0
